element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,2,"=""""","=""532.1682""","=""""","=""4.20e+07""",C+,"=""225627.47""","=""244418.52""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""532.230""","=""532.235""","=""200""","=""5.68e+07""",B,"=""321066.8""","=""339855.5""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""",,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""532.2439""","=""""","=""2.52e+07""",C+,"=""225603.50""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""1""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",,"=""T5520LS""","=""""",
N,3,"=""532.866""","=""532.867""","=""150""","=""5.29e+07""",B,"=""320978.2""","=""339744.6""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T7192LS""","=""L3513""",
N,2,"=""""","=""532.9238""","=""""","=""4.65e+06""",C+,"=""225627.47""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""533.0100""","=""""","=""2.05e+05""",D+,"=""88107.260""","=""106868.635""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""533.485""","=""""","=""9.28e+04""",D+,"=""96750.840""","=""115495.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""534.0214""","=""""","=""1.85e+07""",C+,"=""225627.47""","=""244353.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""2""","=""2s.2p2.(4P).3d""","=""5P""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""534.1692""","=""""","=""2.59e+07""",C+,"=""225671.22""","=""244391.88""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5P""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""534.5536""","=""""","=""6.10e+04""",D+,"=""88107.260""","=""106814.459""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""534.798""","=""""","=""9.21e+04""",D+,"=""96750.840""","=""115449.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).9s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""535.2720""","=""""","=""3.67e+07""",C+,"=""225671.22""","=""244353.31""","=""2s.2p2.(4P).3p""","=""5P*""","=""3""","=""2s.2p2.(4P).3d""","=""5P""","=""3""",,"=""T5520LS""","=""""",
N,3,"=""""","=""535.395""","=""""","=""3.72e+06""",B,"=""321066.8""","=""339744.6""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""535.5877""","=""""","=""1.01e+04""",D,"=""88107.260""","=""106778.337""","=""2s.2p4""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""535.649""","=""""","=""7.02e+03""",B+,"=""170666.23""","=""189335.16""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""1F*""","=""3""",,"=""T7333""","=""""",
N,1,"=""""","=""535.8112""","=""""","=""1.41e+05""",D+,"=""88151.170""","=""106814.459""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""536.8503""","=""""","=""1.07e+05""",D+,"=""88151.170""","=""106778.337""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""537.4100""","=""""","=""8.34e+04""",D+,"=""88170.570""","=""106778.337""","=""2s.2p4""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""537.4159""","=""""","=""3.33e+04""",D,"=""88151.170""","=""106758.731""","=""2s.2p4""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""537.9768""","=""""","=""1.66e+05""",D+,"=""88170.570""","=""106758.731""","=""2s.2p4""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""538.5218""","=""""","=""3.69e+05""",B+,"=""168892.21""","=""187461.56""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3D*""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""539.2187""","=""""","=""2.04e+05""",B+,"=""168892.21""","=""187437.56""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3D*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""545.3586""","=""""","=""9.82e+06""",B+,"=""170572.61""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""0""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,2,"=""""","=""545.5731""","=""""","=""3.70e+07""",B+,"=""170607.89""","=""188937.24""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""0""",,"=""T7333""","=""""",
N,2,"=""""","=""545.8906""","=""""","=""1.83e+04""",D,"=""178273.38""","=""196592.07""","=""2s2.2p.3p""","=""1S""","=""0""","=""2s2.2p.4s""","=""3P*""","=""1""",,"=""T6385""","=""""",
N,2,"=""""","=""546.4099""","=""""","=""1.11e+07""",B+,"=""170607.89""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""547.332""","=""""","=""1.39e+05""",D+,"=""96750.840""","=""115021.3""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""547.6808""","=""""","=""4.66e+06""",B,"=""187091.37""","=""205350.18""","=""2s2.2p.3d""","=""1D*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T5520,T6385""","=""""",
N,2,"=""""","=""547.9608""","=""""","=""5.22e+06""",B+,"=""170607.89""","=""188857.37""","=""2s2.2p.3p""","=""3P""","=""1""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""""",
N,2,"=""""","=""548.1573""","=""""","=""1.44e+07""",B+,"=""170666.23""","=""188909.17""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3P*""","=""1""",,"=""T7333""","=""""",
N,3,"=""""","=""549.049""","=""""","=""1.03e+00""",D,"=""203088.9""","=""221302.2""","=""2p3""","=""2D*""","=""3/2""","=""2s2.3s""","=""2S""","=""1/2""",,"=""T6335""","=""""",
N,2,"=""""","=""549.4759""","=""""","=""3.11e+04""",B,"=""168892.21""","=""187091.37""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""1D*""","=""2""",,"=""T7333""","=""""",
N,2,"=""549.720""","=""549.7182""","=""450""","=""2.66e+07""",B+,"=""170666.23""","=""188857.37""","=""2s2.2p.3p""","=""3P""","=""2""","=""2s2.2p.3d""","=""3P*""","=""2""",,"=""T7333""","=""L3513""",
N,1,"=""""","=""549.805""","=""""","=""1.37e+05""",D+,"=""96750.840""","=""114939.1""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""551.172""","=""""","=""1.36e+05""",D+,"=""96750.840""","=""114894.0""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).8s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""551.3227""","=""""","=""1.29e+05""",C,"=""94770.880""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""551.462""","=""""","=""2.57e+05""",C,"=""94770.880""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""551.9635""","=""""","=""1.20e+05""",C,"=""94793.490""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""552.0108""","=""""","=""2.05e+05""",C,"=""94793.490""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""552.150""","=""""","=""2.56e+05""",C,"=""94793.490""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""552.7769""","=""""","=""2.13e+07""",C+,"=""205597.97""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""553.0916""","=""""","=""7.26e+04""",C,"=""94830.890""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""553.1053""","=""""","=""2.92e+05""",C,"=""94830.890""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""553.1528""","=""""","=""1.78e+05""",C,"=""94830.890""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""553.1778""","=""""","=""4.04e+07""",C+,"=""205654.22""","=""223731.59""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""553.690""","=""553.6884""","=""285""","=""6.04e+07""",C+,"=""205724.81""","=""223785.51""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""4""",,"=""T5520LS""","=""L3513""",
N,2,"=""""","=""553.6921""","=""""","=""4.53e+07""",C+,"=""205597.97""","=""223658.55""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""",,"=""T5520LS""","=""""",
N,2,"=""""","=""554.1600""","=""""","=""6.03e+07""",C+,"=""205597.97""","=""223643.30""","=""2s.2p2.(4P).3s""","=""5P""","=""1""","=""2s.2p2.(4P).3p""","=""5D*""","=""0""",,"=""T5520LS""","=""""",
N,2,"=""""","=""554.5011""","=""""","=""3.51e+07""",C+,"=""205654.22""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""554.6540""","=""""","=""4.33e+05""",C,"=""94881.820""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""554.6678""","=""""","=""9.59e+04""",C,"=""94881.820""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""555.3464""","=""""","=""2.00e+07""",C+,"=""205724.81""","=""223731.59""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""3""",,"=""T5520LS""","=""""",
N,2,"=""""","=""555.4219""","=""""","=""1.50e+07""",C+,"=""205654.22""","=""223658.55""","=""2s.2p2.(4P).3s""","=""5P""","=""2""","=""2s.2p2.(4P).3p""","=""5D*""","=""1""",,"=""T5520LS""","=""""",
N,1,"=""""","=""555.8926""","=""""","=""9.94e+05""",C,"=""94770.880""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""556.1881""","=""""","=""1.42e+06""",C,"=""94881.820""","=""112861.348""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""9/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""556.5811""","=""""","=""1.21e+06""",C,"=""94830.890""","=""112797.725""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""556.5811""","=""""","=""1.06e+06""",C,"=""94793.490""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""556.5922""","=""""","=""3.96e+05""",C,"=""94793.490""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""556.6800""","=""""","=""3.97e+06""",C+,"=""205724.81""","=""223688.45""","=""2s.2p2.(4P).3s""","=""5P""","=""3""","=""2s.2p2.(4P).3p""","=""5D*""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""557.7421""","=""""","=""3.42e+05""",C,"=""94830.890""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""557.7532""","=""""","=""2.81e+04""",D+,"=""94830.890""","=""112759.966""","=""2s2.2p2.(3P).3p""","=""4D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""558.1633""","=""""","=""2.00e+05""",C,"=""94881.820""","=""112797.725""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""7/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""559.0146""","=""""","=""2.90e+04""",D,"=""187461.56""","=""205350.18""","=""2s2.2p.3d""","=""3D*""","=""2""","=""2s2.2p.4p""","=""1D""","=""2""",,"=""T6385""","=""""",
N,1,"=""""","=""559.3309""","=""""","=""1.35e+04""",D+,"=""94881.820""","=""112760.325""","=""2s2.2p2.(3P).3p""","=""4D*""","=""7/2""","=""2s2.2p2.(3P).5d""","=""4F""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""563.328""","=""""","=""1.18e+07""",B,"=""205350.18""","=""223101.82""","=""2s2.2p.4p""","=""1D""","=""2""","=""2s2.2p.6s""","=""1P*""","=""1""",,"=""T5520""","=""""",
N,2,"=""566.820""","=""566.820""","=""650""","=""3.45e+07""",A,"=""148940.17""","=""166582.45""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""2""",,"=""T7333""","=""L3513""",
N,2,"=""""","=""567.557""","=""""","=""4.82e+01""",B,"=""168892.21""","=""186511.58""","=""2s2.2p.3p""","=""3S""","=""1""","=""2s2.2p.3d""","=""3F*""","=""2""",,"=""T7333""","=""""",
N,2,"=""567.760""","=""567.759""","=""550""","=""2.80e+07""",A,"=""148908.59""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""0""","=""2s2.2p.3p""","=""3D""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""568.114""","=""568.113""","=""870""","=""4.96e+07""",A,"=""149076.52""","=""166678.64""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""3""",,"=""T7333""","=""L3513""",
N,2,"=""568.779""","=""568.779""","=""450""","=""1.78e+07""",A,"=""148940.17""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""1""",,"=""T7333""","=""L3513""",
N,2,"=""571.235""","=""571.235""","=""450""","=""1.17e+07""",A,"=""149076.52""","=""166582.45""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""2""",,"=""T7333""","=""L3513""",
N,1,"=""""","=""571.472""","=""""","=""8.94e+04""",D+,"=""96750.840""","=""114249.5""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""573.093""","=""""","=""8.87e+04""",D+,"=""96750.840""","=""114200.0""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""573.225""","=""""","=""1.26e+06""",A,"=""149076.52""","=""166521.69""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s2.2p.3p""","=""3D""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""573.370""","=""""","=""8.85e+04""",D+,"=""96750.840""","=""114191.6""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""573.5995""","=""""","=""4.47e+05""",C,"=""95475.310""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""573.750""","=""""","=""8.94e+05""",C,"=""95475.310""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,4,"=""""","=""573.852""","=""""","=""1.84e+07""",B,"=""480884.2""","=""498310.3""","=""1s2.2p.(2P*<1/2>).3p""","=""1P""","=""1""","=""1s2.2p.(2P*<1/2>).3d""","=""1D*""","=""2""",,"=""T5633""","=""""",
N,1,"=""""","=""574.1537""","=""""","=""7.49e+05""",C,"=""95493.690""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""574.2049""","=""""","=""5.71e+05""",C,"=""95493.690""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""574.356""","=""""","=""1.78e+05""",C,"=""95493.690""","=""112904.5""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""574.8552""","=""""","=""2.21e+05""",D+,"=""96750.840""","=""114146.525""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,2,"=""574.889""","=""574.889""","=""285""","=""3.27e+06""",B+,"=""149187.80""","=""166582.45""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""2""",,"=""T7333""","=""L3513""",
N,1,"=""575.410""","=""575.4095""","=""700""","=""1.06e+06""",C,"=""95532.150""","=""112911.079""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""7/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""""","=""575.4243""","=""""","=""3.19e+05""",C,"=""95532.150""","=""112910.630""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""575.4758""","=""""","=""5.31e+04""",C,"=""95532.150""","=""112909.076""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""4D""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""575.619""","=""""","=""1.14e+00""",C,"=""15316.2""","=""32688.8""","=""2s2.2p2""","=""1D""","=""2""","=""2s2.2p2""","=""1S""","=""0""",E2,"=""T7333""","=""""",
N,1,"=""576.635""","=""""","=""240""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""""","=""576.905""","=""""","=""2.39e+06""",B+,"=""149187.80""","=""166521.69""","=""2s2.2p.3s""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3D""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""577.3568""","=""""","=""2.18e+05""",D+,"=""96750.840""","=""114071.153""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,4,"=""""","=""577.791""","=""""","=""1.85e+06""",B,"=""494253.1""","=""511560.4""","=""1s2.2p.(2P*).3p""","=""3P""","=""0""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""578.637""","=""""","=""5.51e+06""",B,"=""494309.2""","=""511591.2""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""0""",,"=""T5633LS""","=""""",
N,1,"=""""","=""578.8439""","=""""","=""2.16e+05""",D+,"=""96750.840""","=""114026.654""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,4,"=""""","=""579.670""","=""""","=""1.37e+06""",B,"=""494309.2""","=""511560.4""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""581.392""","=""""","=""1.36e+06""",B,"=""494309.2""","=""511509.3""","=""1s2.2p.(2P*).3p""","=""3P""","=""1""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,3,"=""""","=""581.940""","=""""","=""1.76e+06""",B,"=""320978.2""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""582.218""","=""""","=""1.76e+07""",B,"=""320978.2""","=""338153.9""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s2.5p""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,4,"=""""","=""582.805""","=""""","=""2.25e+06""",B,"=""494402.0""","=""511560.4""","=""1s2.2p.(2P*).3p""","=""3P""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""1""",,"=""T5633LS""","=""""",
N,1,"=""583.116""","=""""","=""265""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,4,"=""""","=""584.546""","=""""","=""4.01e+06""",B,"=""494402.0""","=""511509.3""","=""1s2.2p.(2P*).3p""","=""3P""","=""2""","=""1s2.2p.(2P*<3/2>).3d""","=""3P*""","=""2""",,"=""T5633LS""","=""""",
N,3,"=""""","=""584.956""","=""""","=""1.56e+07""",B,"=""321066.8""","=""338162.1""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s2.5p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""585.566""","=""""","=""235""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,2,"=""""","=""588.914""","=""""","=""4.27e-01""",C,"=""92237.2""","=""109217.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""2""",E2,"=""T7333""","=""""",
N,2,"=""""","=""588.914""","=""""","=""2.78e-03""",C,"=""92237.2""","=""109217.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""2""",M1,"=""T7333""","=""""",
N,2,"=""""","=""588.949""","=""""","=""3.55e-01""",C,"=""92237.2""","=""109216.6""","=""2s.2p3""","=""3D*""","=""3""","=""2s.2p3""","=""3P*""","=""1""",E2,"=""T7333""","=""""",
N,2,"=""""","=""589.164""","=""""","=""7.60e-01""",C,"=""92250.3""","=""109223.5""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""0""",E2,"=""T7333""","=""""",
N,2,"=""""","=""589.216""","=""""","=""3.29e-03""",C,"=""92251.8""","=""109223.5""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""0""",M1,"=""T7333""","=""""",
N,2,"=""""","=""589.369""","=""""","=""2.66e-01""",C,"=""92250.3""","=""109217.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""2""",E2,"=""T7333""","=""""",
N,2,"=""""","=""589.369""","=""""","=""1.98e-03""",C,"=""92250.3""","=""109217.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""2""",M1,"=""T7333""","=""""",
N,2,"=""""","=""589.404""","=""""","=""6.32e-02""",C,"=""92250.3""","=""109216.6""","=""2s.2p3""","=""3D*""","=""2""","=""2s.2p3""","=""3P*""","=""1""",E2,"=""T7333""","=""""",
N,2,"=""""","=""589.421""","=""""","=""5.33e-04""",C,"=""92251.8""","=""109217.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""2""",M1,"=""T7333""","=""""",
N,2,"=""""","=""589.421""","=""""","=""6.83e-02""",C,"=""92251.8""","=""109217.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""2""",E2,"=""T7333""","=""""",
N,2,"=""""","=""589.456""","=""""","=""3.29e-03""",C,"=""92251.8""","=""109216.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""1""",M1,"=""T7333""","=""""",
N,2,"=""""","=""589.456""","=""""","=""3.41e-01""",C,"=""92251.8""","=""109216.6""","=""2s.2p3""","=""3D*""","=""1""","=""2s.2p3""","=""3P*""","=""1""",E2,"=""T7333""","=""""",
