element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
O,5,15.1546,15.1548,150*,5.67e+09,B,82385.3,742244.1,1s2.2s.2p,3P*,2,1s2.2s.4d,3D,2,,T5633LS,L552
O,5,15.1546,15.1549,150*,6.30e+08,C+,82385.3,742239.4,1s2.2s.2p,3P*,2,1s2.2s.4d,3D,1,,T5633LS,L552
O,5,,15.3952,,7.75e+09,B,158797.7,808352.3,1s2.2s.2p,1P*,1,1s2.2s.5d,1D,2,,T5633,
O,5,,15.6119,,3.65e+08,C,81942.5,722480.0,1s2.2s.2p,3P*,0,1s2.2s.4s,3S,1,,T5633LS,
O,5,,15.6152,,1.09e+09,C+,82078.6,722480.0,1s2.2s.2p,3P*,1,1s2.2s.4s,3S,1,,T5633LS,
O,5,,15.6227,,1.82e+09,B,82385.3,722480.0,1s2.2s.2p,3P*,2,1s2.2s.4s,3S,1,,T5633LS,
O,5,,15.8792,,4.67e+09,B,213462.5,843218.0,1s2.2p2,3P,0,1s2.2p.(2P*<3/2>).4d,3P*,1,,T5633LS,
O,5,,15.8818,,1.40e+10,B,213618.2,843270.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).4d,3P*,0,,T5633LS,
O,5,,15.8831,,3.50e+09,B,213618.2,843218.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).4d,3P*,1,,T5633LS,
O,5,,15.8858,,3.50e+09,B,213618.2,843111.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).4d,3P*,2,,T5633LS,
O,5,,15.8899,,5.83e+09,B,213887.0,843218.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).4d,3P*,1,,T5633LS,
O,5,,15.8926,,1.05e+10,B,213887.0,843111.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).4d,3P*,2,,T5633LS,
O,5,,15.9327,,1.66e+10,B,213462.5,841102.0,1s2.2p2,3P,0,1s2.2p.(2P*<3/2>).4d,3D*,1,,T5633LS,
O,5,,15.9343,,2.24e+10,B,213618.2,841195.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).4d,3D*,2,,T5633LS,
O,5,,15.9367,,1.25e+10,B,213618.2,841102.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).4d,3D*,1,,T5633LS,
O,5,,15.9380,,2.99e+10,B,213887.0,841318.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).4d,3D*,3,,T5633LS,
O,5,,15.9411,,7.46e+09,B,213887.0,841195.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).4d,3D*,2,,T5633LS,
O,5,,15.9435,,8.29e+08,C+,213887.0,841102.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).4d,3D*,1,,T5633LS,
O,5,,16.0062,,5.09e+08,C+,213618.2,838375.0,1s2.2p2,3P,1,1s2.2s.6p,3P*,2,,T5633LS,
O,5,,16.0131,,1.53e+09,B,213887.0,838375.0,1s2.2p2,3P,2,1s2.2s.6p,3P*,2,,T5633LS,
O,5,,16.2492,,2.62e+10,B,231721.4,847136.0,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).4d,1F*,3,,T5633,
O,5,,16.4177,,8.35e+09,B,231721.4,840821.5,1s2.2p2,1D,2,1s2.2s.6f,1F*,3,,T5633,
O,5,16.4574,16.4574,80,3.14e+09,B,82078.6,689708.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,L552
O,5,,16.4589,,4.10e+09,B,81942.5,689517.7,1s2.2s.2p,3P*,0,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,
O,5,,16.4626,,3.06e+09,B,82078.6,689517.7,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,
O,5,16.4657,16.4657,110*,9.77e+09,B,82385.3,689708.5,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,2,,T3843n,L552
O,5,16.4657,16.4657,110*,1.29e+10,B,82078.6,689403.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3P,0,,T3843n,L552
O,5,16.4709,16.4709,80,5.76e+09,B,82385.3,689517.7,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3P,1,,T3843n,L552
O,5,,16.4986,,1.02e+10,B,231721.4,837833.0,1s2.2p2,1D,2,1s2.2p.(2P*<1/2>).4d,1D*,2,,T5633,
O,5,,16.6113,,1.82e+09,B,81942.5,683942.9,1s2.2s.2p,3P*,0,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,
O,5,,16.6150,,5.22e+09,B,82078.6,683942.9,1s2.2s.2p,3P*,1,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,
O,5,16.6235,16.6235,80,7.97e+09,B,82385.3,683942.9,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3S,1,,T3843n,L552
O,5,16.799,16.7988,150*,7.46e+09,B,82385.3,677665.0,1s2.2s.2p,3P*,2,1s2.2p.(2P*<3/2>).3p,3D,3,,T3843n,L552
O,5,16.799,16.7991,150*,5.66e+09,B,82078.6,677348.5,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3D,2,,T3843n,L552
O,5,,16.8008,,4.19e+09,B,81942.5,677150.7,1s2.2s.2p,3P*,0,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,
O,5,,16.8047,,3.04e+09,B,82078.6,677150.7,1s2.2s.2p,3P*,1,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,
O,5,,16.8078,,1.79e+09,B,82385.3,677348.5,1s2.2s.2p,3P*,2,1s2.2p.(2P*<1/2>).3p,3D,2,,T3843n,
O,5,,16.8134,,1.95e+08,C,82385.3,677150.7,1s2.2s.2p,3P*,2,1s2.2p.(2P*<1/2>).3p,3D,1,,T3843n,
O,5,,16.8759,,4.36e+09,B,231721.4,824282.0,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).4s,1P*,1,,T5633,
O,4,,16.9472,,6.80e+08,C+,0.0,590069,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,
O,4,,16.9583,,1.36e+09,C+,385.9,590069,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2S,1/2,,T5109LS,
O,5,17.0219,17.0219,110,1.59e+10,B,158797.7,746274.9,1s2.2s.2p,1P*,1,1s2.2s.4d,1D,2,,T5633,L552
O,8,,17.06862,,6.420e+09,AA,(6247399.742),(6833270.1380),3p,2P*,1/2,6d,2D,3/2,,T6492extrap,
O,8,,17.06926,,3.913e+09,AA,(6247421.72),(6833270.2344),3s,2S,1/2,6p,2P*,3/2,,T6492extrap,
O,8,,17.07016,,6.936e+08,AA,(6247399.742),(6833217.3570),3p,2P*,1/2,6s,2S,1/2,,T6492extrap,
O,8,,17.07088,,3.913e+09,AA,(6247421.72),(6833214.5940),3s,2S,1/2,6p,2P*,1/2,,T6492extrap,
O,8,,17.08104,,8.211e+09,AA,(6247844.2122),(6833288.6275),3d,2D,3/2,6f,2F*,5/2,,T6492extrap,
O,8,,17.08106,,7.690e+09,AA,(6247844.960),(6833288.6610),3p,2P*,3/2,6d,2D,5/2,,T6492extrap,
O,8,,17.08158,,3.207e+07,AA,(6247844.2122),(6833270.2344),3d,2D,3/2,6p,2P*,3/2,,T6492extrap,
O,8,,17.08160,,1.282e+09,AA,(6247844.960),(6833270.1380),3p,2P*,3/2,6d,2D,3/2,,T6492extrap,
O,8,,17.08314,,1.385e+09,AA,(6247844.960),(6833217.3570),3p,2P*,3/2,6s,2S,1/2,,T6492extrap,
O,8,,17.08320,,3.207e+08,AA,(6247844.2122),(6833214.5940),3d,2D,3/2,6p,2P*,1/2,,T6492extrap,
O,8,,17.08509,,8.792e+09,AA,(6247992.3879),(6833297.8861),3d,2D,5/2,6f,2F*,7/2,,T6492extrap,
O,8,,17.08537,,5.862e+08,AA,(6247992.3879),(6833288.6275),3d,2D,5/2,6f,2F*,5/2,,T6492extrap,
O,8,,17.08590,,2.885e+08,AA,(6247992.3879),(6833270.2344),3d,2D,5/2,6p,2P*,3/2,,T6492extrap,
O,4,,17.1074,,4.11e+09,B,0.0,584541,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,
O,4,,17.1123,,4.93e+09,B,385.9,584761,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,5/2,,T5109LS,
O,4,,17.1187,,8.21e+08,C+,385.9,584541,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2D,3/2,,T5109LS,
O,5,17.2169,17.2169,450,2.94e+10,B,0.0,580824.9,1s2.2s2,1S,0,1s2.2s.3p,1P*,1,,"T5633,T3843",L552
O,6,,17.2935,,7.33e+10,A,96375.0,674625.7,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,,T5118LS,
O,6,,17.3079,,8.78e+10,A,96907.5,674676.8,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,,T5118LS,
O,6,,17.3095,,1.46e+10,A,96907.5,674625.7,1s2.2p,2P*,3/2,1s2.3d,2D,3/2,,T5118LS,
O,5,,17.3252,,8.05e+06,D,231721.4,808916.8,1s2.2p2,1D,2,1s2.2s.5f,1F*,3,,T5600,
O,4,,17.3800,,7.63e+08,C+,0.0,575375,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2P,3/2,,T5109LS,
O,4,,17.3852,,3.05e+09,B,0.0,575202,2s2.2p,2P*,1/2,2s.2p.(3P*).4p,2P,1/2,,T5109LS,
O,4,,17.3916,,3.81e+09,B,385.9,575375,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2P,3/2,,T5109LS,
O,4,,17.3969,,1.52e+09,C+,385.9,575202,2s2.2p,2P*,3/2,2s.2p.(3P*).4p,2P,1/2,,T5109LS,
O,4,,17.4104,,3.17e+09,B,0.0,574368.7,2s2.2p,2P*,1/2,2s2.6d,2D,3/2,,T5109LS,
O,4,,17.4221,,3.79e+09,B,385.9,574368.7,2s2.2p,2P*,3/2,2s2.6d,2D,5/2,,T5109LS,
O,4,,17.4221,,6.32e+08,C+,385.9,574368.7,2s2.2p,2P*,3/2,2s2.6d,2D,3/2,,T5109LS,
O,5,,17.4559,,7.16e+09,B,158797.7,731670.5,1s2.2s.2p,1P*,1,1s2.2s.4s,1S,0,,T5633,
O,4,,17.7553,,8.89e+08,C+,71439.8,634653,2s.2p2,4P,1/2,2s.2p.(3P*).5d,4P*,1/2,,T5109LS,
O,4,,17.7562,,2.22e+09,B,71439.8,634622,2s.2p2,4P,1/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,
O,4,,17.7594,,4.44e+09,B,71570.1,634653,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,1/2,,T5109LS,
O,4,,17.7604,,7.11e+08,C+,71570.1,634622,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,
O,4,,17.7635,,1.60e+09,B,71570.1,634523,2s.2p2,4P,3/2,2s.2p.(3P*).5d,4P*,5/2,,T5109LS,
O,4,,17.7662,,2.40e+09,B,71755.5,634622,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4P*,3/2,,T5109LS,
O,4,,17.7693,,3.73e+09,B,71755.5,634523,2s.2p2,4P,5/2,2s.2p.(3P*).5d,4P*,5/2,,T5109LS,
O,5,,17.8715,,1.75e+10,B,287910.3,847460.0,1s2.2p2,1S,0,1s2.2p.(2P*<3/2>).4d,1P*,1,,T5633,
O,4,,18.0354,,1.42e+09,C+,0.0,554464,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,
O,4,,18.0480,,2.83e+09,B,385.9,554464,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2S,1/2,,T5109LS,
O,4,,18.1150,,5.00e+09,B,0.0,552029.6,2s2.2p,2P*,1/2,2s2.5d,2D,3/2,,T5109LS,
O,4,,18.1276,,9.98e+08,B,385.9,552029.6,2s2.2p,2P*,3/2,2s2.5d,2D,3/2,,T5109LS,
O,4,,18.1276,,5.99e+09,B,385.9,552032.3,2s2.2p,2P*,3/2,2s2.5d,2D,5/2,,T5109LS,
O,4,,18.1866,,5.25e+08,C+,0.0,549855,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,
O,4,,18.1887,,2.10e+09,B,0.0,549792,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,
O,4,,18.1994,,2.62e+09,B,385.9,549855,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,3/2,,T5109LS,
O,4,,18.2015,,1.05e+09,C+,385.9,549792,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2P,1/2,,T5109LS,
O,5,,18.2203,,5.13e+09,B,158797.7,707635.5,1s2.2s.2p,1P*,1,1s2.2p.(2P*<3/2>).3p,1S,0,,"T5633,T3843",
O,4,,18.2706,,1.74e+09,B,0.0,547326,2s2.2p,2P*,1/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,4,,18.2826,,2.09e+09,B,385.9,547355,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2D,5/2,,T5109LS,
O,4,,18.2835,,3.48e+08,C+,385.9,547326,2s2.2p,2P*,3/2,2s.2p.(1P*).3p,2D,3/2,,T5109LS,
O,4,,18.3338,,7.96e+08,C+,71439.8,616881,2s.2p2,4P,1/2,2p2.(3P).3p,4S*,3/2,,T5109LS,
O,4,,18.3382,,1.59e+09,B,71570.1,616881,2s.2p2,4P,3/2,2p2.(3P).3p,4S*,3/2,,T5109LS,
O,4,,18.3444,,2.38e+09,B,71755.5,616881,2s.2p2,4P,5/2,2p2.(3P).3p,4S*,3/2,,T5109LS,
O,6,,18.3937,,5.70e+09,A,96375.0,640039.8,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,,T5118LS,
O,6,,18.4117,,1.14e+10,A,96907.5,640039.8,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,,T5118LS,
O,4,,18.4631,,3.09e+07,D,126936.3,668557,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,
O,4,,18.4632,,2.88e+08,C+,126936.3,668553,2s.2p2,2D,5/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,
O,4,,18.4636,,2.78e+08,C+,126950.2,668557,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,
O,4,,18.4637,,2.06e+07,D,126950.2,668553,2s.2p2,2D,3/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,
O,4,,18.5402,,1.06e+09,C+,0.0,539368,2s2.2p,2P*,1/2,2s2.5s,2S,1/2,,T5109LS,
O,4,,18.5535,,2.11e+09,B,385.9,539368,2s2.2p,2P*,3/2,2s2.5s,2S,1/2,,T5109LS,
O,5,18.5745,18.5745,250,2.13e+10,B,158797.7,697170.2,1s2.2s.2p,1P*,1,1s2.2p.(2P*<3/2>).3p,1D,2,,"T5633,T3843",L552
O,5,,18.6438,,1.69e+09,B,287910.3,824282.0,1s2.2p2,1S,0,1s2.2p.(2P*<3/2>).4s,1P*,1,,T5633,
O,4,,18.6868,,1.52e+09,B,71439.8,606578,2s.2p2,4P,1/2,2p2.(3P).3p,4P*,3/2,,T5109LS,
O,4,,18.6873,,1.10e+09,B,71570.1,606694,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,5/2,,T5109LS,
O,4,,18.6884,,6.10e+08,C+,71439.8,606530,2s.2p2,4P,1/2,2p2.(3P).3p,4P*,1/2,,T5109LS,
O,4,,18.6913,,4.87e+08,C+,71570.1,606578,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,3/2,,T5109LS,
O,4,,18.6930,,3.05e+09,B,71570.1,606530,2s.2p2,4P,3/2,2p2.(3P).3p,4P*,1/2,,T5109LS,
O,4,,18.6937,,2.56e+09,B,71755.5,606694,2s.2p2,4P,5/2,2p2.(3P).3p,4P*,5/2,,T5109LS,
O,4,,18.6978,,1.64e+09,B,71755.5,606578,2s.2p2,4P,5/2,2p2.(3P).3p,4P*,3/2,,T5109LS,
O,5,,19.1402,,4.34e+08,C+,213462.5,735922.0,1s2.2p2,3P,0,1s2.2s.4p,3P*,1,,T5633LS,
O,5,,19.1450,,3.26e+08,C+,213618.2,735949.1,1s2.2p2,3P,1,1s2.2s.4p,3P*,2,,T5633LS,
O,5,,19.1459,,3.26e+08,C+,213618.2,735922.0,1s2.2p2,3P,1,1s2.2s.4p,3P*,1,,T5633LS,
O,5,,19.1463,,1.30e+09,C+,213618.2,735911.6,1s2.2p2,3P,1,1s2.2s.4p,3P*,0,,T5633LS,
O,5,,19.1548,,9.75e+08,B,213887.0,735949.1,1s2.2p2,3P,2,1s2.2s.4p,3P*,2,,T5633LS,
O,5,,19.1558,,5.42e+08,C+,213887.0,735922.0,1s2.2p2,3P,2,1s2.2s.4p,3P*,1,,T5633LS,
O,4,,19.1559,,1.99e+09,B,71439.8,593473,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4P*,1/2,,T5109LS,
O,4,,19.1583,,4.97e+09,B,71439.8,593406,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,
O,4,,19.1607,,9.93e+09,B,71570.1,593473,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,1/2,,T5109LS,
O,4,,19.1631,,1.59e+09,B,71570.1,593406,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,
O,4,,19.1680,,3.57e+09,B,71570.1,593273,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4P*,5/2,,T5109LS,
O,4,,19.1699,,5.36e+09,B,71755.5,593406,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4P*,3/2,,T5109LS,
O,4,,19.1748,,8.33e+09,B,71755.5,593273,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4P*,5/2,,T5109LS,
O,4,,19.2138,,9.17e+09,B,71439.8,591899,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,4,,19.2138,,1.83e+10,B,71439.8,591899,2s.2p2,4P,1/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,
O,4,,19.2163,,1.54e+10,B,71570.1,591962,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,
O,4,,19.2186,,1.17e+10,B,71570.1,591899,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,4,,19.2186,,3.66e+09,B,71570.1,591899,2s.2p2,4P,3/2,2s.2p.(3P*).4d,4D*,1/2,,T5109LS,
O,4,,19.2200,,2.20e+10,B,71755.5,592046,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,7/2,,T5109LS,
O,4,,19.2231,,6.59e+09,B,71755.5,591962,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,5/2,,T5109LS,
O,4,,19.2255,,1.10e+09,B,71755.5,591899,2s.2p2,4P,5/2,2s.2p.(3P*).4d,4D*,3/2,,T5109LS,
O,5,19.2751,19.2750,375,3.83e+10,B,81942.5,600748.9,1s2.2s.2p,3P*,0,1s2.2s.3d,3D,1,,T3843n,L552
O,5,19.2799,19.2797,450*,5.17e+10,B,82078.6,600758.9,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,2,,T3843n,L552
O,5,19.2799,19.2801,450*,2.88e+10,B,82078.6,600748.9,1s2.2s.2p,3P*,1,1s2.2s.3d,3D,1,,T3843n,L552
O,5,19.2906,19.2904,520,6.89e+10,B,82385.3,600779.2,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,3,,T3843n,L552
O,5,,19.2911,,1.72e+10,B,82385.3,600758.9,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,2,,T3843n,
O,5,,19.2915,,1.91e+09,B,82385.3,600748.9,1s2.2s.2p,3P*,2,1s2.2s.3d,3D,1,,T3843n,
O,5,19.3003,19.3006,80,6.05e+09,B,231721.4,749840.5,1s2.2p2,1D,2,1s2.2s.4f,1F*,3,,T5633,L552
O,5,19.4593,19.4592,200,1.73e+10,B,158797.7,672693.8,1s2.2s.2p,1P*,1,1s2.2p.(2P*<1/2>).3p,1P,1,,"T5633,T3843",L552
O,4,19.586,19.5860,150,9.99e+09,B,0.0,510569.7,2s2.2p,2P*,1/2,2s2.4d,2D,3/2,,T5109LS,L3492
O,4,19.601,19.6006,200*,1.20e+10,B,385.9,510574.1,2s2.2p,2P*,3/2,2s2.4d,2D,5/2,,T5109LS,L3492
O,4,19.601,19.6008,200*,1.99e+09,B,385.9,510569.7,2s2.2p,2P*,3/2,2s2.4d,2D,3/2,,T5109LS,L3492
O,4,,19.8029,,6.56e+08,B,126936.3,631913,2s.2p2,2D,5/2,2p2.(1D).3p,2D*,3/2,,T5109LS,
O,4,,19.8034,,5.90e+09,B,126950.2,631913,2s.2p2,2D,3/2,2p2.(1D).3p,2D*,3/2,,T5109LS,
O,8,,19.99964,,1.160e+10,AA,(6247399.742),(6747408.6240),3p,2P*,1/2,5d,2D,3/2,,T6492extrap,
O,8,,20.00052,,6.713e+09,AA,(6247421.72),(6747408.7880),3s,2S,1/2,5p,2P*,3/2,,T6492extrap,
O,8,,20.00329,,1.238e+09,AA,(6247399.742),(6747317.4070),3p,2P*,1/2,5s,2S,1/2,,T6492extrap,
O,8,,20.00436,,6.710e+09,AA,(6247421.72),(6747312.6360),3s,2S,1/2,5p,2P*,1/2,,T6492extrap,
O,8,,20.01616,,1.738e+10,AA,(6247844.2122),(6747440.5739),3d,2D,3/2,5f,2F*,5/2,,T6492extrap,
O,8,,20.01619,,1.389e+10,AA,(6247844.960),(6747440.6320),3p,2P*,3/2,5d,2D,5/2,,T6492extrap,
O,8,,20.01743,,6.131e+07,AA,(6247844.2122),(6747408.7880),3d,2D,3/2,5p,2P*,3/2,,T6492extrap,
O,8,,20.01747,,2.315e+09,AA,(6247844.960),(6747408.6240),3p,2P*,3/2,5d,2D,3/2,,T6492extrap,
O,8,,20.02112,,2.470e+09,AA,(6247844.960),(6747317.4070),3p,2P*,3/2,5s,2S,1/2,,T6492extrap,
O,8,,20.02129,,6.129e+08,AA,(6247844.2122),(6747312.6360),3d,2D,3/2,5p,2P*,1/2,,T6492extrap,
O,8,,20.02146,,1.861e+10,AA,(6247992.3879),(6747456.5724),3d,2D,5/2,5f,2F*,7/2,,T6492extrap,
O,8,,20.02210,,1.241e+09,AA,(6247992.3879),(6747440.5739),3d,2D,5/2,5f,2F*,5/2,,T6492extrap,
O,8,,20.02337,,5.515e+08,AA,(6247992.3879),(6747408.7880),3d,2D,5/2,5p,2P*,3/2,,T6492extrap,
O,4,,20.0919,,1.10e+09,B,71570.1,569283,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,4,,20.0966,,1.53e+09,B,71439.8,569036,2s.2p2,4P,1/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,4,,20.0994,,2.57e+09,B,71755.5,569283,2s.2p2,4P,5/2,2s.2p.(3P*).4s,4P*,5/2,,T5109LS,
O,4,,20.1019,,4.89e+08,C+,71570.1,569036,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,4,,20.1021,,6.12e+08,C+,71439.8,568901,2s.2p2,4P,1/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,
O,4,,20.1073,,3.06e+09,B,71570.1,568901,2s.2p2,4P,3/2,2s.2p.(3P*).4s,4P*,1/2,,T5109LS,
O,4,,20.1094,,1.65e+09,B,71755.5,569036,2s.2p2,4P,5/2,2s.2p.(3P*).4s,4P*,3/2,,T5109LS,
O,7,,20.1483,,1.38e+09,A,5356420.0,5852740.0,1s.3s,1S,0,1s.7p,1P*,1,,T5231,
O,5,20.2161,20.2158,80,1.23e+10,B,213462.5,708125.1,1s2.2p2,3P,0,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552
O,5,,20.2189,,4.25e+10,B,213618.2,708205.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,0,,T3843n,
O,5,20.2224,20.2222,80,1.21e+10,B,213618.2,708125.1,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552
O,5,20.2283,20.2281,80,8.18e+09,B,213618.2,707981.2,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3P*,2,,T3843n,L552
O,5,20.2334,20.2332,80,1.81e+10,B,213887.0,708125.1,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3P*,1,,T3843n,L552
O,5,20.2393,20.2391,150,3.43e+10,B,213887.0,707981.2,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3P*,2,,T3843n,L552
O,4,,20.2885,,3.53e+09,B,0.0,492890.9,2s2.2p,2P*,1/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,
O,4,,20.3044,,7.05e+09,B,385.9,492890.9,2s2.2p,2P*,3/2,2s.2p.(3P*).3p,2S,1/2,,T5109LS,
O,5,20.378,20.3782,110,4.71e+10,B,213462.5,704182.0,1s2.2p2,3P,0,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,L3492
O,5,20.382,20.3822,150,6.36e+10,B,213618.2,704242.0,1s2.2p2,3P,1,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,L3492
O,5,20.385,20.3847,100,3.26e+10,B,213618.2,704182.0,1s2.2p2,3P,1,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,L3492
O,5,20.389,20.3890,200,8.16e+10,B,213887.0,704348.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,3,,T3843n,L3492
O,5,20.394,20.3934,100,1.79e+10,B,213887.0,704242.0,1s2.2p2,3P,2,1s2.2p.(2P*<3/2>).3d,3D*,2,,T3843n,L3492
O,5,,20.3959,,1.83e+09,B,213887.0,704182.0,1s2.2p2,3P,2,1s2.2p.(2P*<1/2>).3d,3D*,1,,T3843n,
O,4,,20.4698,,7.02e+07,C,126936.3,615460,2s.2p2,2D,5/2,2p2.(3P).3p,2D*,3/2,,T5109LS,
O,4,,20.4704,,6.31e+08,B,126950.2,615460,2s.2p2,2D,3/2,2p2.(3P).3p,2D*,3/2,,T5109LS,
O,4,,20.4711,,6.55e+08,B,126936.3,615431,2s.2p2,2D,5/2,2p2.(3P).3p,2D*,5/2,,T5109LS,
O,4,,20.4716,,4.68e+07,C,126950.2,615431,2s.2p2,2D,3/2,2p2.(3P).3p,2D*,5/2,,T5109LS,
O,4,,20.4886,,8.57e+09,B,180480.8,668557,2s.2p2,2P,1/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,
O,4,,20.4988,,1.71e+09,B,180724.2,668557,2s.2p2,2P,3/2,2s.2p.(1P*).4d,2D*,3/2,,T5109LS,
O,4,,20.4990,,1.03e+10,B,180724.2,668553,2s.2p2,2P,3/2,2s.2p.(1P*).4d,2D*,5/2,,T5109LS,
O,5,,20.5106,,2.26e+09,B,231721.4,719274.9,1s2.2p2,1D,2,1s2.2p.(2P*<3/2>).3d,1P*,1,,"T5633,T3843",
O,7,,20.5120,,1.38e+08,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,0,,T5231LS,
O,7,,20.5120,,1.38e+06,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,2,,T5231LS,
O,7,,20.5120,,3.46e+07,A,5364370.0,5851890.0,1s.3d,3D,1,1s.7p,3P*,1,,T5231LS,
